# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 12 06:00:32 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_locale:    Discovery Locale
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist
1467,K2-243 b,K2-243,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.54182000,0.108700,2.170,5.35000,266.8640000
1468,K2-243 c,K2-243,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,24.94598000,0.181700,2.010,4.70000,266.8640000
1469,K2-244 b,K2-244,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,21.06884000,0.141800,1.750,3.71000,212.9020000
1470,K2-245 b,K2-245,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.89307000,0.095900,4.340,17.40000,456.0640000
1471,K2-246 b,K2-246,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.76918000,0.060200,3.490,12.00000,703.6160000
1472,K2-247 b,K2-247,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.25021000,0.030400,2.120,5.14000,258.1130000
1473,K2-247 c,K2-247,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.49424000,0.061500,2.190,5.43000,258.1130000
1474,K2-248 b,K2-248,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.17256000,0.069900,2.570,7.13000,406.2540000
1475,K2-249 b,K2-249,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.40900000,0.115100,2.790,8.20000,521.7160000
1476,K2-25 b,K2-25,1,1,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.48456408,0.028700,3.440,24.50000,44.9565000
1477,K2-250 b,K2-250,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.01457000,0.045900,2.440,6.53000,414.7080000
1478,K2-251 b,K2-251,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.30075000,0.069400,2.350,6.12000,147.0300000
1479,K2-252 b,K2-252,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.81513000,0.104100,1.740,3.68000,228.8390000
1480,K2-253 b,K2-253,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.00167000,0.050600,12.670,,876.5650000
1481,K2-254 b,K2-254,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.09639000,0.044800,1.630,3.29000,227.7750000
1482,K2-254 c,K2-254,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.11839000,0.092300,2.190,5.43000,227.7750000
1483,K2-255 b,K2-255,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.96417000,0.027400,2.900,8.75000,191.6080000
1484,K2-256 b,K2-256,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.52011000,0.057800,2.630,7.41000,564.6930000
1485,K2-257 b,K2-257,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.60588000,0.021600,0.830,0.49800,64.0065000
1486,K2-258 b,K2-258,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.09210000,0.149000,3.000,9.27000,661.8730000
1487,K2-259 b,K2-259,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.48043000,0.127100,2.320,5.99000,416.4570000
1488,K2-26 b,K2-26,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.56650000,0.096200,2.670,7.61000,99.0504000
1489,K2-260 b,K2-260,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.62666570,0.040400,17.396,451.31860,663.8340000
1490,K2-261 b,K2-261,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.63347800,0.103400,9.528,59.75174,213.2830000
1491,K2-263 b,K2-263,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,50.81894700,0.257300,2.410,14.80000,162.4810000
1492,K2-264 b,K2-264,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.84000200,0.050230,2.231,5.61000,185.6050000
1493,K2-264 c,K2-264,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.66030200,0.112830,2.668,7.60000,185.6050000
1494,K2-265 b,K2-265,2,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.36917200,0.033760,1.710,6.54000,138.6710000
1495,K2-266 b,K2-266,2,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.65852400,0.013060,3.300,11.26782,77.5586000
1496,K2-266 c,K2-266,2,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.81400000,0.067900,0.705,0.29013,77.5586000
1497,K2-266 d,K2-266,2,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.69700000,0.103500,2.930,8.90000,77.5586000
1498,K2-266 e,K2-266,2,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.48200000,0.124900,2.730,14.30000,77.5586000
1499,K2-268 b,K2-268,1,5,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.15167600,0.030800,1.500,2.86000,327.7830000
1500,K2-268 c,K2-268,1,5,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.32752700,0.081900,2.690,7.70000,327.7830000
1501,K2-268 d,K2-268,1,5,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.52859800,,1.490,2.83000,327.7830000
1502,K2-268 e,K2-268,1,5,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.13124300,,1.330,2.33000,327.7830000
1503,K2-268 f,K2-268,1,5,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,26.27057000,,2.230,5.60000,327.7830000
1504,K2-269 b,K2-269,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.14496500,0.053100,1.570,3.09000,360.7600000
1505,K2-27 b,K2-27,3,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.77131500,0.067020,4.480,30.90000,249.6450000
1506,K2-270 b,K2-270,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.54306900,0.024700,1.380,2.48000,280.5180000
1507,K2-270 c,K2-270,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.40002800,0.049700,2.950,9.01000,280.5180000
1508,K2-271 b,K2-271,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.56242100,0.077000,7.280,41.80000,564.4540000
1509,K2-272 b,K2-272,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.45367560,0.100700,3.130,9.96000,423.0650000
1510,K2-273 b,K2-273,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.71956630,0.072900,3.050,9.53000,308.1050000
1511,K2-274 b,K2-274,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.13303140,0.096400,2.080,4.98000,228.3270000
1512,K2-275 b,K2-275,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.28096260,0.027700,2.340,6.08000,123.4380000
1513,K2-275 c,K2-275,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.43883850,0.088100,2.210,5.52000,123.4380000
1514,K2-276 b,K2-276,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.71826900,0.129100,3.770,13.70000,488.1520000
1515,K2-277 b,K2-277,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.32676300,0.067500,2.070,4.94000,113.1230000
1516,K2-278 b,K2-278,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.33496600,0.048800,2.980,9.17000,786.4390000
1517,K2-279 b,K2-279,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.12260500,0.067000,1.210,1.92000,182.9830000
1518,K2-28 b,K2-28,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.26045500,0.021400,2.320,5.99000,62.9969000
1519,K2-280 b,K2-280,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.89526000,0.146100,7.500,37.10000,391.5370000
1520,K2-281 b,K2-281,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.68772100,0.077300,8.180,50.90000,458.1390000
1521,K2-282 b,K2-282,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.16978300,0.049900,2.500,6.80000,496.2890000
1522,K2-283 b,K2-283,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.92103600,0.029100,3.520,12.20000,402.9150000
1523,K2-284 b,K2-284,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.79506900,0.047710,2.780,8.15000,107.2720000
1524,K2-285 b,K2-285,1,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.47174500,0.038170,2.590,9.68000,154.9610000
1525,K2-285 c,K2-285,1,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.13804800,0.082400,3.530,15.68000,154.9610000
1526,K2-285 d,K2-285,1,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.45582000,0.117800,2.480,6.50000,154.9610000
1527,K2-285 e,K2-285,1,4,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.76289000,0.180410,1.950,10.70000,154.9610000
1528,K2-286 b,K2-286,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,27.35900000,0.176800,2.100,5.06000,76.1486000
1529,K2-287 b,K2-287,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.89329100,0.120600,9.494,100.11645,158.3350000
1530,K2-288 B b,K2-288 B,2,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,31.39346300,0.164000,1.900,4.27000,65.6138000
1531,K2-289 b,K2-289,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.15696900,0.107000,9.100,61.00000,274.3000000
1532,K2-29 b,K2-29,2,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.25883210,0.042170,13.339,232.01590,178.4750000
1533,K2-290 b,K2-290,3,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.21165000,0.092300,3.060,10.90000,272.9090000
1534,K2-290 c,K2-290,3,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,48.36685000,0.305000,11.276,246.00042,272.9090000
1535,K2-291 b,K2-291,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.22517700,0.032610,1.589,6.49000,90.0562000
1536,K2-292 b,K2-292,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.98410000,0.130000,2.630,24.50000,114.2930000
1537,K2-293 b,K2-293,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.12250000,,2.450,6.57000,392.2510000
1538,K2-294 b,K2-294,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.50387000,,1.660,3.39000,373.0780000
1539,K2-295 b,K2-295,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.02486700,0.045100,10.054,106.47305,232.8010000
1540,K2-3 b,K2-3,1,3,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.05462600,0.074000,1.980,6.48000,44.0727000
1541,K2-3 c,K2-3,1,3,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,24.64658200,0.134500,1.560,2.14000,44.0727000
1542,K2-3 d,K2-3,1,3,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,44.55646000,0.209700,1.530,2.80007,44.0727000
1543,K2-30 b,K2-30,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.09850300,0.048390,11.646,184.02357,333.0420000
1544,K2-308 b,K2-308,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.38628000,,9.916,70.60000,1314.5300000
1545,K2-31 b,K2-31,2,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.25785000,0.022000,11.882,563.83042,110.5270000
1546,K2-315 b,K2-315,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.14431890,,0.950,0.80900,56.9686000
1547,K2-316 b,K2-316,1,2,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.13300000,0.014700,1.330,2.33000,112.4860000
1548,K2-316 c,K2-316,1,2,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.26000000,0.058200,1.830,4.01000,112.4860000
1549,K2-317 b,K2-317,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.22000000,0.054200,2.930,8.91000,176.2910000
1550,K2-318 b,K2-318,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.01000000,0.091100,1.660,3.39000,147.8660000
1551,K2-319 b,K2-319,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,26.68000000,0.151600,2.790,8.20000,209.0710000
1552,K2-32 b,K2-32,2,4,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.99200000,0.079500,5.299,15.00000,157.6820000
1553,K2-32 c,K2-32,2,4,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.66093000,0.138430,3.134,8.10000,157.6820000
1554,K2-32 d,K2-32,2,4,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,31.71701000,0.184220,3.484,6.70000,157.6820000
1555,K2-32 e,K2-32,2,4,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.34934000,0.048990,1.212,2.10000,157.6820000
1556,K2-320 b,K2-320,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.99500000,0.014200,2.620,7.37000,108.7400000
1557,K2-321 b,K2-321,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.29800000,0.041000,1.950,4.46000,77.6888000
1558,K2-322 b,K2-322,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.20500000,0.059400,1.920,4.35000,123.4150000
1559,K2-323 b,K2-323,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,24.93000000,0.127500,2.100,5.06000,118.3180000
1560,K2-324 b,K2-324,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.26200000,0.033100,2.430,6.48000,136.6670000
1561,K2-325 b,K2-325,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.93000000,0.041900,2.200,5.48000,111.6380000
1562,K2-326 b,K2-326,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.25600000,0.019800,2.280,5.82000,282.3080000
1563,K2-329 b,K2-329,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.45512250,0.101600,8.676,82.63580,233.2370000
1564,K2-33 b,K2-33,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.42486500,0.040900,5.040,1175.97100,139.2680000
1565,K2-330 b,K2-330,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.77479800,,2.770,8.10000,160.1250000
1566,K2-331 b,K2-331,1,2,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.39897700,,1.790,3.86000,211.4300000
1567,K2-331 c,K2-331,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,22.99659100,,2.720,7.85000,211.4300000
1568,K2-332 b,K2-332,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,17.70632000,,2.200,5.48000,123.2020000
1569,K2-333 b,K2-333,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.75928700,,6.180,31.60000,343.9900000
1570,K2-334 b,K2-334,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.11398100,,5.650,27.20000,371.8230000
1571,K2-335 b,K2-335,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.28321100,,2.210,5.52000,557.9930000
1572,K2-336 b,K2-336,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,21.19473300,,1.220,1.98000,239.2890000
1573,K2-337 b,K2-337,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.27356300,,2.620,7.37000,421.6360000
1574,K2-338 b,K2-338,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.85061400,,1.030,1.08000,156.9510000
1575,K2-339 b,K2-339,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.50742800,,1.920,4.35000,360.3600000
1576,K2-34 b,K2-34,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.99563480,0.044200,13.750,539.67534,348.6460000
1577,K2-340 b,K2-340,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,29.74045100,,3.360,11.20000,738.1360000
1578,K2-341 b,K2-341,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,36.55255100,,3.210,10.40000,421.4080000
1579,K2-342 b,K2-342,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.56105200,,2.030,4.78000,208.3570000
1580,K2-343 b,K2-343,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.78717400,,1.650,3.36000,166.1690000
1581,K2-343 c,K2-343,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.67697200,,2.020,4.74000,166.1690000
1582,K2-344 b,K2-344,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.35585000,,1.590,3.15000,75.1691000
1583,K2-345 b,K2-345,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.36743700,,2.110,5.10000,162.4080000
1584,K2-346 b,K2-346,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,26.20144600,,2.260,5.73000,105.5800000
1585,K2-347 b,K2-347,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.18725700,,2.410,6.39000,320.3360000
1586,K2-348 b,K2-348,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.68841800,,3.260,10.70000,201.8560000
1587,K2-348 c,K2-348,1,2,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.55017100,,2.670,7.61000,201.8560000
1588,K2-349 b,K2-349,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.03217800,,1.380,2.48000,453.5670000
1589,K2-35 b,K2-35,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.39996400,0.031000,1.320,2.30000,252.5960000
1590,K2-35 c,K2-35,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.60835200,0.055000,1.930,4.38000,252.5960000
1591,K2-350 b,K2-350,1,2,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.16387300,,1.540,2.99000,489.3680000
1592,K2-350 c,K2-350,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.99194400,,2.740,7.95000,489.3680000
1593,K2-351 b,K2-351,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.80616400,,2.540,6.99000,694.7340000
1594,K2-352 b,K2-352,1,3,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.66591200,,1.370,2.45000,176.0510000
1595,K2-352 c,K2-352,1,3,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.23488500,,1.920,4.35000,176.0510000
1596,K2-352 d,K2-352,1,3,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.87138700,,2.230,5.60000,176.0510000
1597,K2-353 b,K2-353,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.46680500,,5.550,26.30000,268.5150000
1598,K2-354 b,K2-354,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.79330600,,1.560,3.05000,91.7220000
1599,K2-355 b,K2-355,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.73856470,0.063200,2.250,5.69000,500.4970000
1600,K2-356 b,K2-356,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,21.02673660,0.159900,2.290,5.86000,355.5400000
1601,K2-357 b,K2-357,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.34886370,0.145000,3.720,13.40000,517.6870000
1602,K2-358 b,K2-358,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.25102850,0.086300,2.680,7.65000,480.3070000
1603,K2-36 b,K2-36,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.42261400,0.022300,1.430,3.90000,109.7490000
1604,K2-36 c,K2-36,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.34105070,0.055740,3.120,7.80000,109.7490000
1605,K2-365 b,K2-365,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,23.44817200,,2.906,8.78000,187.2220000
1606,K2-366 b,K2-366,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.93703900,,2.359,6.16000,185.9470000
1607,K2-367 b,K2-367,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.64509900,,2.413,6.41000,176.9650000
1608,K2-368 b,K2-368,1,3,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.02559800,,1.332,2.34000,206.6080000
1609,K2-368 c,K2-368,1,3,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.66018600,,1.361,2.42000,206.6080000
1610,K2-368 d,K2-368,1,3,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.20108500,,1.948,4.45000,206.6080000
1611,K2-369 b,K2-369,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.76161200,,1.313,2.28000,185.5500000
1612,K2-37 b,K2-37,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.44117000,0.051100,1.610,3.22000,179.9430000
1613,K2-37 c,K2-37,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.42904000,0.065400,2.750,8.00000,179.9430000
1614,K2-37 d,K2-37,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.09189000,0.110300,2.730,7.90000,179.9430000
1615,K2-370 b,K2-370,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.14084000,,3.207,10.40000,144.2020000
1616,K2-371 b,K2-371,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.11490500,,13.024,,442.8130000
1617,K2-372 b,K2-372,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.84407700,,2.945,8.98000,463.8800000
1618,K2-373 b,K2-373,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.02066000,,2.061,4.90000,229.5670000
1619,K2-374 b,K2-374,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.52195300,,1.593,3.16000,359.4390000
1620,K2-374 c,K2-374,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.43445000,,2.213,5.53000,359.4390000
1621,K2-375 b,K2-375,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.45389500,,2.243,5.66000,696.1000000
1622,K2-376 b,K2-376,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.77647500,,1.736,3.66000,161.6100000
1623,K2-377 b,K2-377,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.83223500,,1.693,3.51000,195.1490000
1624,K2-378 b,K2-378,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.06043800,,2.880,8.65000,687.9730000
1625,K2-379 b,K2-379,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.77724700,,2.181,5.40000,182.2070000
1626,K2-38 b,K2-38,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.01593000,0.049940,1.540,7.30000,192.6900000
1627,K2-38 c,K2-38,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.56103000,0.095140,2.290,8.30000,192.6900000
1628,K2-380 b,K2-380,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.40131200,,2.729,7.89000,249.3030000
